Data Source File,_data/middle-names.txt
Memory Manager Type,Worst Fit
Total Memory Allocated by sbrk (bytes),17039
Size of freedMBList,2056
Size of allocMBList,867
Number of Times Blocks were Split,1180
Number of Times Blocks were Merged,624
freedMBList:
Memory Block Address,Size,Content Starting Address,Contents
0x562aa990b120,5,0x562aa98c47a0,Haze
0x562aa990b360,5,0x562aa98c4b80,Herb
0x562aa98c6b80,7,0x562aa98c4c40,Jessie
0x562aa990b3c0,5,0x562aa98c4c60,Herc
0x562aa98beca0,5,0x562aa98c4fa0,Jone
0x562aa990b4e0,4,0x562aa98c5140,Hew
0x562aa990bc20,5,0x562aa98c5160,Hewe
0x562aa98bb530,3,0x562aa98c5300,Hi
0x562aa98bb7f0,5,0x562aa98c5420,Hill
0x562aa98d4c60,9,0x562aa98c59e0,Reinwald
0x562aa98bcd70,5,0x562aa98c5a40,Holt
0x562aa98fba00,5,0x562aa98c5c60,Hort
0x562aa98fba80,5,0x562aa98c5dc0,Hoyt
0x562aa98fc980,5,0x562aa98c5de0,Hube
0x562aa98fca80,5,0x562aa98c5f00,Huey
0x562aa98fedc0,5,0x562aa98c5f20,Hugh
0x562aa98ff280,5,0x562aa98c5fc0,Hugo
0x562aa98ff4c0,5,0x562aa98c61e0,Hunt
0x562aa98ff8c0,3,0x562aa98c64c0,Hy
0x562aa9900d80,5,0x562aa98c65a0,Iago
0x562aa9901800,5,0x562aa98c65c0,Iain
0x562aa9901880,4,0x562aa98c6620,Ian
0x562aa9902380,5,0x562aa98c6700,Iggy
0x562aa99027c0,5,0x562aa98c68a0,Igor
0x562aa9902900,4,0x562aa98c6900,Ike
0x562aa9905500,5,0x562aa98c6920,Ikey
0x562aa98c5f60,5,0x562aa98c6b20,Jory
0x562aa98bf6c0,7,0x562aa98c6d60,Joseph
0x562aa9905dc0,4,0x562aa98c6e80,Ira
0x562aa98bd700,4,0x562aa98c6ee0,Irv
0x562aa99032a0,8,0x562aa98c6fa0,Johnnie
0x562aa98bd680,4,0x562aa98c7080,Isa
0x562aa990ad00,4,0x562aa98c7520,Ive
0x562aa98d7fe0,9,0x562aa98c76e0,Reginald
0x562aa98c81c0,5,0x562aa98c77e0,Jeth
0x562aa990ad60,4,0x562aa98c78c0,Jae
0x562aa98c43e0,6,0x562aa98c7940,Julie
0x562aa98c4000,5,0x562aa98c7b80,Joel
0x562aa9909e00,4,0x562aa98c7ce0,Jan
0x562aa98c1e80,6,0x562aa98c7e60,Reggy
0x562aa98d51e0,7,0x562aa98c8160,Rickie
0x562aa9909e60,4,0x562aa98c8240,Jay
0x562aa9904460,5,0x562aa98c8340,Jude
0x562aa990a7c0,4,0x562aa98c8420,Jed
0x562aa98c3940,10,0x562aa98c8660,Johnathon
0x562aa98c3440,7,0x562aa98c8720,Josias
0x562aa98d3e20,9,0x562aa98c87a0,Reinaldo
0x562aa98c7560,7,0x562aa98c8960,Johann
0x562aa98d5fc0,8,0x562aa98c8b60,Rickert
0x562aa98c1d60,7,0x562aa98c8c20,Josiah
0x562aa98c4060,6,0x562aa98c8e40,Jonah
0x562aa98c2ca0,7,0x562aa98c8e80,Justin
0x562aa9907720,10,0x562aa98c8ee0,Justinian
0x562aa98c8280,8,0x562aa98c8f40,Justino
0x562aa98fb4c0,7,0x562aa98c8fa0,Justis
0x562aa9902500,7,0x562aa98c9000,Justus
0x562aa9902a80,9,0x562aa98c9060,Kahaleel
0x562aa98c23a0,7,0x562aa98c90c0,Kahlil
0x562aa98c3ec0,5,0x562aa98c9120,Kain
0x562aa98c8000,6,0x562aa98c9180,Kaine
0x562aa98c8900,7,0x562aa98c91e0,Kaiser
0x562aa98c6080,5,0x562aa98c9240,Kale
0x562aa98c6140,6,0x562aa98c92a0,Kaleb
0x562aa98bbe50,6,0x562aa98c9300,Kalil
0x562aa98c7ee0,6,0x562aa98c9360,Kalle
0x562aa98fddc0,7,0x562aa98c93c0,Kalvin
0x562aa9903b40,5,0x562aa98c9420,Kane
0x562aa9904400,7,0x562aa98c9480,Kareem
0x562aa98bedc0,6,0x562aa98c94e0,Karel
0x562aa98bfb20,6,0x562aa98c9540,Karim
0x562aa98c4620,5,0x562aa98c95a0,Karl
0x562aa98fdd20,7,0x562aa98c9600,Karlan
0x562aa98fa460,8,0x562aa98c9660,Karlens
0x562aa9901f60,7,0x562aa98c96c0,Karlik
0x562aa98fe040,7,0x562aa98c9720,Karlis
0x562aa99006c0,7,0x562aa98c9780,Karney
0x562aa98c5280,7,0x562aa98c97e0,Karoly
0x562aa98c7b20,7,0x562aa98c9840,Kaspar
0x562aa9904620,7,0x562aa98c98a0,Kasper
0x562aa98fa9e0,6,0x562aa98c9900,Kayne
0x562aa98bc810,5,0x562aa98c9960,Kean
0x562aa9902560,6,0x562aa98c99c0,Keane
0x562aa98c84a0,8,0x562aa98c9a20,Kearney
0x562aa98fa9a0,6,0x562aa98c9a80,Keary
0x562aa9906020,6,0x562aa98c9ae0,Keefe
0x562aa9906ce0,7,0x562aa98c9b40,Keefer
0x562aa9904a20,7,0x562aa98c9ba0,Keelby
0x562aa9904a00,5,0x562aa98c9c00,Keen
0x562aa98c29a0,7,0x562aa98c9c60,Keenan
0x562aa98c67a0,6,0x562aa98c9cc0,Keene
0x562aa98fd360,5,0x562aa98c9d20,Keir
0x562aa98c37e0,6,0x562aa98c9d80,Keith
0x562aa98c67c0,7,0x562aa98c9de0,Kelbee
0x562aa98bd170,6,0x562aa98c9e40,Kelby
0x562aa9905200,5,0x562aa98c9ea0,Kele
0x562aa98c7d80,7,0x562aa98c9f00,Kellby
0x562aa98bbbd0,7,0x562aa98c9f60,Kellen
0x562aa98c8380,7,0x562aa98c9fc0,Kelley
0x562aa98fdde0,6,0x562aa98ca020,Kelly
0x562aa99018c0,7,0x562aa98ca080,Kelsey
0x562aa99026c0,7,0x562aa98ca0e0,Kelvin
0x562aa9905000,7,0x562aa98ca140,Kelwin
0x562aa9906d80,4,0x562aa98ca1a0,Ken
0x562aa9907580,7,0x562aa98ca200,Kendal
0x562aa98c0ac0,8,0x562aa98ca260,Kendall
0x562aa98c1620,8,0x562aa98ca2c0,Kendell
0x562aa98c2880,9,0x562aa98ca320,Kendrick
0x562aa98c4ec0,10,0x562aa98ca380,Kendricks
0x562aa98c4f80,5,0x562aa98ca3e0,Kenn
0x562aa98c75c0,7,0x562aa98ca440,Kennan
0x562aa98c90e0,8,0x562aa98ca4a0,Kennedy
0x562aa98fb520,8,0x562aa98ca500,Kenneth
0x562aa98c7760,8,0x562aa98ca560,Kennett
0x562aa98bc670,7,0x562aa98ca5c0,Kennie
0x562aa9907300,8,0x562aa98ca620,Kennith
0x562aa98c44e0,6,0x562aa98ca680,Kenny
0x562aa98c5b20,6,0x562aa98ca6e0,Kenon
0x562aa98c62c0,5,0x562aa98ca740,Kent
0x562aa98c6400,7,0x562aa98ca7a0,Kenton
0x562aa98c7360,7,0x562aa98ca800,Kenyon
0x562aa98c7840,4,0x562aa98ca860,Ker
0x562aa98c8840,6,0x562aa98ca8c0,Kerby
0x562aa98c8a40,5,0x562aa98ca920,Kerk
0x562aa98c9560,7,0x562aa98ca980,Kermie
0x562aa98c93e0,7,0x562aa98ca9e0,Kermit
0x562aa98c9200,6,0x562aa98caa40,Kermy
0x562aa98c9140,5,0x562aa98caaa0,Kerr
0x562aa98c5ac0,6,0x562aa98cab00,Kerry
0x562aa98bc310,7,0x562aa98cab60,Kerwin
0x562aa98ffe20,8,0x562aa98cabc0,Kerwinn
0x562aa98fa980,4,0x562aa98cac20,Kev
0x562aa98fc780,6,0x562aa98cac80,Kevan
0x562aa98fd780,6,0x562aa98cace0,Keven
0x562aa9900b80,6,0x562aa98cad40,Kevin
0x562aa9901f00,6,0x562aa98cada0,Kevon
0x562aa9905100,7,0x562aa98cae00,Khalil
0x562aa98c5940,5,0x562aa98cae60,Kiel
0x562aa98c6560,7,0x562aa98caec0,Kienan
0x562aa98c9500,5,0x562aa98caf20,Kile
0x562aa98c94a0,6,0x562aa98caf80,Kiley
0x562aa98c9320,7,0x562aa98cafe0,Kilian
0x562aa98c92c0,8,0x562aa98cb040,Killian
0x562aa98c9260,7,0x562aa98cb0a0,Killie
0x562aa98c91a0,6,0x562aa98cb100,Killy
0x562aa98c9080,4,0x562aa98cb160,Kim
0x562aa98c8fc0,8,0x562aa98cb1c0,Kimball
0x562aa98c8f60,8,0x562aa98cb220,Kimbell
0x562aa99001c0,7,0x562aa98cb280,Kimble
0x562aa9901480,4,0x562aa98cb2e0,Kin
0x562aa9901a00,8,0x562aa98cb340,Kincaid
0x562aa99021c0,5,0x562aa98cb3a0,King
0x562aa99029c0,9,0x562aa98cb400,Kingsley
0x562aa9903f80,8,0x562aa98cb460,Kingsly
0x562aa9906300,9,0x562aa98cb4c0,Kingston
0x562aa98c4be0,7,0x562aa98cb520,Kinnie
0x562aa98c51c0,6,0x562aa98cb580,Kinny
0x562aa98c6f80,8,0x562aa98cb5e0,Kinsley
0x562aa98c9bc0,4,0x562aa98cb640,Kip
0x562aa98c9920,5,0x562aa98cb6a0,Kipp
0x562aa98c9440,7,0x562aa98cb700,Kippar
0x562aa98c9380,7,0x562aa98cb760,Kipper
0x562aa98c8f00,7,0x562aa98cb7c0,Kippie
0x562aa98bb830,6,0x562aa98cb820,Kippy
0x562aa98fde80,6,0x562aa98cb880,Kirby
0x562aa9902ec0,5,0x562aa98cb8e0,Kirk
0x562aa9903c80,4,0x562aa98cb940,Kit
0x562aa98c6e00,6,0x562aa98cb9a0,Klaus
0x562aa98c8d00,8,0x562aa98cba00,Klemens
0x562aa98ca160,8,0x562aa98cba60,Klement
0x562aa98c9e60,6,0x562aa98cbac0,Kleon
0x562aa98c9ce0,8,0x562aa98cbb20,Kliment
0x562aa98c9c80,5,0x562aa98cbb80,Knox
0x562aa98c9aa0,9,0x562aa98cbbe0,Koenraad
0x562aa98c9a40,7,0x562aa98cbc40,Konrad
0x562aa98c9980,11,0x562aa98cbca0,Konstantin
0x562aa98c98c0,12,0x562aa98cbcc0,Konstantine
0x562aa98c9800,6,0x562aa98cbd20,Korey
0x562aa98c97a0,5,0x562aa98cbd80,Kort
0x562aa98c9740,5,0x562aa98cbde0,Kory
0x562aa98c96e0,5,0x562aa98cbe40,Kris
0x562aa98c9680,7,0x562aa98cbea0,Krisha
0x562aa98c95c0,8,0x562aa98cbf00,Krishna
0x562aa98c9020,9,0x562aa98cbf60,Krishnah
0x562aa98bc9b0,8,0x562aa98cbfc0,Krispin
0x562aa98bca70,9,0x562aa98cc020,Kristian
0x562aa98bceb0,7,0x562aa98cc080,Kristo
0x562aa98fa780,10,0x562aa98cc0e0,Kristofer
0x562aa98fb280,11,0x562aa98cc100,Kristoffer
0x562aa98fda80,10,0x562aa98cc160,Kristofor
0x562aa98fe2c0,11,0x562aa98cc180,Kristoforo
0x562aa98fee80,11,0x562aa98cc1a0,Kristopher
0x562aa9902040,8,0x562aa98cc200,Kristos
0x562aa9902e00,5,0x562aa98cc260,Kurt
0x562aa9902f80,7,0x562aa98cc2c0,Kurtis
0x562aa9903540,3,0x562aa98cc320,Ky
0x562aa9903600,5,0x562aa98cc380,Kyle
0x562aa9904d00,6,0x562aa98cc3e0,Kylie
0x562aa9906180,6,0x562aa98cc440,Laird
0x562aa98c70e0,5,0x562aa98cc4a0,Lalo
0x562aa98ca820,6,0x562aa98cc500,Lamar
0x562aa98ca3a0,8,0x562aa98cc560,Lambert
0x562aa98c9e00,8,0x562aa98cc5c0,Lammond
0x562aa98c9d40,7,0x562aa98cc620,Lamond
0x562aa98c9c20,7,0x562aa98cc680,Lamont
0x562aa98c9b60,6,0x562aa98cc6e0,Lance
0x562aa98c9b00,9,0x562aa98cc740,Lancelot
0x562aa98c9860,5,0x562aa98cc7a0,Land
0x562aa98c9620,5,0x562aa98cc800,Lane
0x562aa98c8ea0,6,0x562aa98cc860,Laney
0x562aa98bc7f0,9,0x562aa98cc8c0,Langsdon
0x562aa98fc000,9,0x562aa98cc920,Langston
0x562aa9905d40,6,0x562aa98cc980,Lanie
0x562aa9906000,7,0x562aa98cc9e0,Lannie
0x562aa9906e40,6,0x562aa98cca40,Lanny
0x562aa98bf520,6,0x562aa98ccaa0,Larry
0x562aa98c2fc0,5,0x562aa98ccb00,Lars
0x562aa98c6a80,9,0x562aa98ccb60,Laughton
0x562aa98c8700,7,0x562aa98ccbc0,Launce
0x562aa98cabe0,7,0x562aa98ccc20,Lauren
0x562aa98ca8e0,9,0x562aa98ccc80,Laurence
0x562aa98ca700,8,0x562aa98ccce0,Laurens
0x562aa98c9fe0,8,0x562aa98ccd40,Laurent
0x562aa98c9ec0,7,0x562aa98ccda0,Laurie
0x562aa98c9da0,8,0x562aa98cce00,Lauritz
0x562aa98c99e0,4,0x562aa98cce60,Law
0x562aa98caa60,9,0x562aa98ccec0,Lawrence
0x562aa98cb120,6,0x562aa98ccf20,Lawry
0x562aa98bb770,7,0x562aa98ccf80,Lawton
0x562aa98bccf0,4,0x562aa98ccfe0,Lay
0x562aa98bce30,7,0x562aa98cd040,Layton
0x562aa98fa200,6,0x562aa98cd0a0,Lazar
0x562aa98fa640,7,0x562aa98cd100,Lazare
0x562aa98fb200,7,0x562aa98cd160,Lazaro
0x562aa98fe580,8,0x562aa98cd1c0,Lazarus
0x562aa98fe680,4,0x562aa98cd220,Lee
0x562aa98fe840,8,0x562aa98cd280,Leeland
0x562aa9902600,6,0x562aa98cd2e0,Lefty
0x562aa9902780,5,0x562aa98cd380,Leif
0x562aa9902d40,6,0x562aa98cd3e0,Leigh
0x562aa9903280,9,0x562aa98cd400,Leighton
0x562aa99034c0,4,0x562aa98cd460,Lek
0x562aa9905700,7,0x562aa98cd4c0,Leland
0x562aa9905800,4,0x562aa98cd520,Lem
0x562aa9906800,6,0x562aa98cd580,Lemar
0x562aa9906ac0,7,0x562aa98cd5e0,Lemmie
0x562aa98be020,6,0x562aa98cd640,Lemmy
0x562aa98bef40,7,0x562aa98cd6a0,Lemuel
