Data Source File,first-names.txt
Memory Manager Type,First Fit
Total Memory Allocated by sbrk (bytes),21435
Size of freedMBList,2421
Size of allocMBList,990
Number of Times Blocks were Split,1180
Number of Times Blocks were Merged,759
freedMBList:
Memory Block Address,Size,Content Starting Address,Contents
0x55f37156c2d0,7,0x55f37156db70,Denyse
0x55f37156db30,7,0x55f37156dbd0,Deonne
0x55f37156bff0,10,0x55f37156dc30,Desdemona
0x55f37156db90,8,0x55f37156dc90,Desirae
0x55f37156c070,8,0x55f37156dcb0,Desiree
0x55f37156dbf0,7,0x55f37156dd10,Desiri
0x55f37156c210,5,0x55f37156dd30,Deva
0x55f37156dcd0,6,0x55f37156dd90,Devan
0x55f37156bed0,5,0x55f37156ddf0,Devi
0x55f37156ddb0,6,0x55f37156de50,Devin
0x55f37156be70,7,0x55f37156deb0,Devina
0x55f37156bd90,8,0x55f37156df10,Devinne
0x55f37156de10,6,0x55f37156df30,Devon
0x55f37156ded0,9,0x55f37156df90,Devondra
0x55f37156df50,8,0x55f37156dff0,Devonna
0x55f37156bd30,8,0x55f37156e050,Devonne
0x55f37156bcd0,7,0x55f37156e0b0,Devora
0x55f371565f50,3,0x55f37156e0d0,Di
0x55f37156bb90,8,0x55f37156e130,Diahann
0x55f37156e070,5,0x55f37156e190,Dian
0x55f37156bbf0,6,0x55f37156e1b0,Diana
0x55f37156e0f0,8,0x55f37156e210,Diandra
0x55f37156e1d0,6,0x55f37156e230,Diane
0x55f37156bad0,12,0x55f37156e290,Diane-Marie
0x55f37156ba70,11,0x55f37156e2f0,Dianemarie
0x55f37156bb30,6,0x55f37156e350,Diann
0x55f37156ba10,7,0x55f37156e3b0,Dianna
0x55f37156b770,7,0x55f37156e410,Dianne
0x55f37156b630,8,0x55f37156e470,Diannne
0x55f37156e2b0,5,0x55f37156e4d0,Didi
0x55f37156b9b0,5,0x55f37156e4f0,Dido
0x55f37156b8d0,6,0x55f37156e510,Diena
0x55f37156b490,8,0x55f37156e570,Dierdre
0x55f37156b7d0,5,0x55f37156e590,Dina
0x55f37156b710,6,0x55f37156e5f0,Dinah
0x55f37156e430,7,0x55f37156e610,Dinnie
0x55f37156b550,6,0x55f37156e670,Dinny
0x55f37156b6b0,5,0x55f37156e690,Dion
0x55f37156e530,6,0x55f37156e6f0,Dione
0x55f37156b430,7,0x55f37156e710,Dionis
0x55f37156b210,7,0x55f37156e770,Dionne
0x55f37156b3b0,5,0x55f37156e790,Dita
0x55f37155d370,4,0x55f37156e7b0,Dix
0x55f37156b1b0,6,0x55f37156e810,Dixie
0x55f37156e7d0,7,0x55f37156e870,Dniren
0x55f37156b150,5,0x55f37156e8d0,Dode
0x55f37156e890,5,0x55f37156e930,Dodi
0x55f37156b090,6,0x55f37156e950,Dodie
0x55f37156b030,5,0x55f37156e970,Dody
0x55f3715618b0,4,0x55f37156e990,Doe
0x55f37156afd0,5,0x55f37156e9f0,Doll
0x55f37156e9b0,7,0x55f37156ea50,Dolley
0x55f37156ea10,6,0x55f37156eab0,Dolli
0x55f37156ae10,7,0x55f37156eb10,Dollie
0x55f37156ead0,6,0x55f37156eb70,Dolly
0x55f37156acf0,8,0x55f37156ebd0,Dolores
0x55f37156ac90,9,0x55f37156ec30,Dolorita
0x55f37156ebf0,10,0x55f37156ec90,Doloritas
0x55f37156ab70,9,0x55f37156ecb0,Domeniga
0x55f37156ab10,8,0x55f37156ed10,Dominga
0x55f37156ecd0,7,0x55f37156ed70,Domini
0x55f37156aab0,9,0x55f37156edd0,Dominica
0x55f37156ed90,10,0x55f37156ee30,Dominique
0x55f37156af70,5,0x55f37156ee50,Dona
0x55f37156ed30,8,0x55f37156ee70,Donella
0x55f37156edf0,8,0x55f37156eed0,Donelle
0x55f37156ee90,8,0x55f37156ef30,Donetta
0x55f37156ad50,6,0x55f37156ef50,Donia
0x55f37156eef0,7,0x55f37156efb0,Donica
0x55f37156a970,9,0x55f37156f010,Donielle
0x55f37156a8b0,6,0x55f37156f070,Donna
0x55f37156f030,11,0x55f37156f0d0,Donnamarie
0x55f37156a850,6,0x55f37156f130,Donni
0x55f37156a7f0,7,0x55f37156f190,Donnie
0x55f37156f150,6,0x55f37156f1f0,Donny
0x55f37156ef70,5,0x55f37156f210,Dora
0x55f37156f1b0,8,0x55f37156f270,Doralia
0x55f37156a530,8,0x55f37156f2d0,Doralin
0x55f37156f290,8,0x55f37156f330,Doralyn
0x55f37156a450,9,0x55f37156f390,Doralynn
0x55f37156a3f0,10,0x55f37156f3f0,Doralynne
0x55f37156f090,5,0x55f37156f410,Dore
0x55f37156a4d0,7,0x55f37156f470,Doreen
0x55f37156a250,8,0x55f37156f4d0,Dorelia
0x55f37156f490,8,0x55f37156f530,Dorella
0x55f37156a1d0,8,0x55f37156f590,Dorelle
0x55f37156a030,7,0x55f37156f5f0,Dorena
0x55f37156f5b0,7,0x55f37156f650,Dorene
0x55f37156f610,8,0x55f37156f6b0,Doretta
0x55f371569fd0,8,0x55f37156f710,Dorette
0x55f37156a790,6,0x55f37156f730,Dorey
0x55f37156f0f0,5,0x55f37156f750,Dori
0x55f37156a690,6,0x55f37156f770,Doria
0x55f37156f6d0,7,0x55f37156f7d0,Dorian
0x55f371569f70,7,0x55f37156f830,Dorice
0x55f37156a590,6,0x55f37156f850,Dorie
0x55f37156f7f0,7,0x55f37156f8b0,Dorine
0x55f37156a330,6,0x55f37156f8d0,Doris
